AÑO,TRIMESTRE,PROVEEDOR,No. ACCESOS FIJOS A INTERNET,PARTICIPACIÓN
2021,1,COMPA�IA COLOMBIANA DE TELECOMUNICACIONES SAS,820,"0,01"
2021,1,CABLE CAUCA S.A,4432,"0,05"
2022,1,UHF COMUNICACIONES SAS,1071,"0,01"
2021,4,ECOWIRELESS SAS,245,0
2021,1,CR.ISP TELECOMUNICATION PROVIDER S.A.S.,667,"0,01"
2021,1,INZANET SAS,1780,"0,02"
2022,1,MORA COMUNICACIONES SAS,2,0
2021,4,CELSIA COLOMBIA S.A. E.S.P.,10160,"0,12"
2022,3,EJECOM TECNOLOGIA Y REDES DEL EJE CAFETERO S.A.S.,67,0
2021,4,DM SOLUCIONES TELEMATICAS S.A.S,180,0
2022,3,INTERURAL SAS,276,0
2021,3,CONEXXION WI-FI LTDA,183,0
2021,2,EDATEL S.A.,172292,"2,08"
2021,3,10COM SAS,69,0
2021,2,SERVICIOS PROFESIONALES WICOM S.A.S,2445,"0,03"
2021,2,MONTE INGENIERIA S.A.S,227,0
2020,3,INTERURAL SAS,87,0
2023,2,RADIONET SOLUCIONES S.A.,877,"0,01"
2021,1,ALFANET TV S.A.S,1269,"0,02"
2021,3,C&C WIFI SAS,243,0
2021,1,NOVANET DIGITAL S.A.S,10,0
2022,2,MEGA TV C&J S.A.S,828,"0,01"
2021,2,INTER T.V. S.A.S,2031,"0,02"
2021,2,CONSULNETWORKS S.A. E.S.P.,341,0
2021,1,SKYNET DE COLOMBIA S.A.S. E.S.P,689,"0,01"
2022,1,GPM ELECTROCOM S.A.S.,678,"0,01"
2021,1,ACCESS DIGITAL S.A.S,1188,"0,01"
2021,2,TECNISOLUCIONES DENAR SAS,58,0
2022,1,RADIOCOMUNICACIONES HALCONES DE LA SABANA SOCIEDAD POR ACCIONES SIMPLIFICADA,15,0
2021,2,INTERCOM TELECOMMUNICATIONS SAS,15,0
2021,3,TELNET DE OCCIDENTE S.A.S. ZOMAC,426,"0,01"
2021,3,MEGACABLE TELECOMUNICACIONES S.A.S,38,0
2022,1,"ATYCO - ASESORIAS, TECNOLOGIA Y COMUNICACIONES S.A.S",609,"0,01"
2023,2,COMPUNETWORK RENTING S.A.S,25,0
2022,2,ELECTRONICA Y TELECOMUNICACIONES DE COLOMBIA S. A. S. - ETELCO S. A. S.,336,0
2022,1,ASOCIACI�N ANTENA PARAB�LICA DEL SOCORRO,1220,"0,01"
2023,2,ID INTEGRACION DIGITAL SAS,201,0
2023,2,CR.ISP TELECOMUNICATION PROVIDER S.A.S.,755,"0,01"
2023,2,@VISION TV S.A.S,205,0
2023,2,TELCAB S.A.S,190,0
2023,2,MECATRONICS INGENIERIA Y SOLUCIONES S.A.S.,2596,"0,03"
2023,2,ANDITEL S.A.S,15,0
2023,2,YTV COMUNICACIONES S.A.S,341,0
2021,3,SERVICIOS SMAI GROUP S.A.S.,1296,"0,02"
2020,3,INFORMACION Y TECNOLOGIA S.A.,12,0
2022,1,CABLE EXITO SAS,11566,"0,13"
2021,3,MORA COMUNICACIONES SAS,2,0
2021,1,CONEXXION WI-FI LTDA,172,0
2022,3,WILQUAY COMUNICACIONES 1973 S.A.S,178,0
2021,4,INTER FIBRA SAS E.S.P.,321,0
2022,3,CALLTOPBX S.A.S.,320,0
2021,1,CELSIA COLOMBIA S.A. E.S.P.,9002,"0,11"
2020,4,COGENT COLOMBIA S.A.S,4,0
2022,1,CENTRAL DE SERVICIOS DIGITALES S.A.S.,1619,"0,02"
2021,2,COMUNICACION Y TECNOLOGIA SAS,3,0
2020,3,MEGARED COMUNICACIONES S.A.S.,590,"0,01"
2022,2,STREAMFAST S.A.S.,100,0
2020,4,COMUNICACION Y TECNOLOGIA SAS,1,0
2022,3,REGIONAL DE SERVICIOS DE TELECOMUNICACIONES ZOMAC S.A.S,1061,"0,01"
2021,4,DIL@NTEL S.A.S.,179,0
2020,3,GLOBALTRONIK S.A.S,590,"0,01"
2022,1,CORPORACION DE COPROPIETARIOS DE LA SE�AL PARABOLICA DE ABEJORRAL COSPABE,1249,"0,01"
2021,2,DISTRICABLES LTDA,398,0
2022,3,IPCOM SISTEMAS S.A.S,327,0
2022,2,EMPRESA DE SERVICIOS INALAMBRICOS Y TELECOMUNICACIONES - EMSITEL LTDA.,803,"0,01"
2021,4,TEVECOM SAS,548,0
2020,4,EMPRESA DE TECNOLOG�A Y COMUNICACIONES 7 S.A.S ZOMAC,17,0
2020,3,SERKOI SERVICIOS DE CONECTIVIDAD INALAMBRICA SAS,886,"0,01"
2022,3,JECBSOLUTIONS SAS,294,0
2021,4,COMSSET COMUNICACIONES SAS,2547,"0,03"
2020,3,CABLE NET S.A.S.,10408,"0,14"
2022,1,MCA TELECOMUNICACIONES SAS,454,"0,01"
2020,4,TV MAC S.A.S.,300,0
2021,3,INFORMACION Y TECNOLOGIA S.A.,12,0
2022,3,CORPORACION ANTENA PARABOLICA VECINOS DE LOS BARRIOS FRANCISCO ANTONIO ZEA Y AL,71,0
2020,4,COTV@S TELECOMUNICACIONES S.A.S,207,0
2022,1,INTERCONECTY ISP S.A.S,250,0
2021,3,SIENERCOM COLOMBIA SAS,38,0
2023,2,GRUPO TV MAX S.A.S.,823,0
2021,1,EMPRESA DE TELECOMUNICACIONES DE POPAYAN S.A EMTEL E.S.P,7369,"0,09"
2022,2,"INGENIER�A EN MANTENIMIENTO Y MONTAJES DE REDES ELECTRICAS, DE COMUNICACIONES Y AUTOMATIZACI�N SAS",184,0
2022,2,TELENET DATOS.NET S.A.S,506,"0,01"
2022,3,SKY SOLUCIONES TECNOL�GICAS S.A.S,65,0
2022,2,RIS TELECOMUNICACIONES RED INALAMBRICA SATELITAL SAS,31,0
2021,4,OV TV TELECOMUNICACIONES SAS,836,"0,01"
2022,3,TOTAL BAND COMUNICACIONES S.A.S,502,"0,01"
2021,4,CONECTATE COMUNICACIONES DEL PACIFICO S.A.S,24,0
2020,3,EDCOM TELECOMUNICACIONES S.A.S.,587,"0,01"
2022,3,REDES DEL VALLE POR COLOMBIA S.A.S,74,0
2021,3,SINURED SOLUCIONES S.A.S.,419,"0,01"
2023,2,KABLE NET J & J S.A.S.,479,"0,01"
2022,2,JK. TELECOMUNICACIONES S.A.S ZOMAC,11,0
2020,3,TVCABLE EL VERGEL S.A.S.,356,0
2021,4,CONEXION TOTAL DE OCCIDENTE S.A.S,1065,"0,01"
2022,1,MERNAHF SAS,312,0
2020,3,TOP LINK S.A.S,358,0
2020,3,COMUNICACIONES SISTEMATIZADAS DEL META SAS,612,"0,01"
2023,2,INTERLAM TELECOMUNICACIONES SAS,442,0
2020,3,ASOCIACION DE ANTENA PARABOLICA  COMUNITARIA SIN ANIMO DE LUCRO SAN ROQUE,308,0
2020,4,REDES Y TELECOMUNICACIONES INGENIER�A SAS,224,0
2021,3,ANTNET COMUNICACIONES S.A.S.,506,"0,01"
2023,2,SISTEMAS COMPUTARIZADOS DEL HUILA S.A.S.,696,"0,01"
2022,2,AMO COMUNICACIONES S.A.S.,38,0
2021,4,EMPRESA PRESTADORA DE SERVICIOS DE INTERNET Y TELEVISION SUR DE BOLIVAR S.A.S.,797,"0,01"
2021,4,JHON JAIRO MESA MESA E INGENIEROS ASOCIADOS SAS  JJMMELECTRONICS S.A.S.,1296,"0,02"
2023,2,NARANJA INTERNET SAS,81,0
2021,4,HAR REDES Y COMUNICACIONES S.A.S.,1338,"0,02"
2023,2,OPTICLINE PLUS TELECOMUNICACIONES S.A.S.,335,0
2022,2,B GROUP INGENIERIA S.A.S,1063,"0,01"
2022,1,S&E INVERSIONES SAS,83,0
2022,1,CORPORACION CIVICA PROGRESAR,727,"0,01"
2021,1,TV CABLE COLOMBIA SAS COLCABLE,2368,"0,03"
2020,3,FUTURE SOLUTIONS DEVELOPMENT S.A.S.,2219,"0,03"
2021,4,NAVEGAMAS TELECOMUNICACIONES S.A.S.,130,0
2021,3,STREAMFAST S.A.S.,45,0
2021,2,CONEXION DIGITAL EXPRESS SAS,10276,"0,13"
2023,2,COTV@S TELECOMUNICACIONES S.A.S,43,0
2022,1,ECOCONEX S.A.S,118,0
2021,3,TELENETDATOS.COM S.A.S,732,"0,01"
2021,1,IP COMUNICACIONES DEL VALLE ZOMAC S.A.S,41,0
2021,4,EXODO 20 FIBRA OPTICA S.A.S.,866,"0,01"
2021,4,TUCABLE S.A.S.,4652,"0,05"
2021,4,TV UNIDOS J&G S.A.S.,15,0
2021,2,SOLUCIONES LOGISTICAS Y TECNOLOGICAS S.A.S,14,0
2021,1,PARABOLICAS HULIG LTDA,3791,"0,05"
2022,1,TAR & TEC S.A.S.,157,0
2020,3,PCNET.COM S.A.S,339,0
2021,3,ASOCIACION DE COPROPIETARIOS DEL SISTEMA DE TELECOMUNICACIONES VILLAPINZON,32,0
2021,3,WIDE GROUP S.A.S,27,0
2021,4,GMARTEL SOLUCIONES INTEGRALES Y TELECOMUNICACIONES S.A.S,564,"0,01"
2021,1,INTERCOM SOLUCIONES TECNOLOGICAS SAS,644,"0,01"
2022,3,CORPORACION CIVICA PROGRESAR,719,"0,01"
2020,4,CONECTA2 COLOMBIA S.A.S.,30,0
2021,3,LINK GROUP TELECOMUNICACIONES S.A.S,1154,"0,01"
2021,1,CENTURYLINK COLOMBIA S.A.,1854,"0,01"
2022,3,REYMON CONEXIONES S.A.S ZOMAC,4,0
2022,3,INGENIERIA E INFORMATICA EMPRESA ASOCIATIVA DE TRABAJO,65,0
2022,3,REDESBOL.TV SAS,246,0
2021,4,INTER T.V. S.A.S,3283,"0,04"
2021,4,SANTELELLANO SAS,407,0
2020,4,INZANET SAS,1700,"0,02"
2021,2,NET2COM SAS,184,0
2021,4,RASER TELECOMUNICACIONES S.A.S.,261,0
2021,1,UBIPREL S.A.S,651,"0,01"
2020,3,BARAK TECNOLOGIA INFORMACION Y COMUNICACIONES SAS,1783,"0,02"
2021,4,REDES Y TELECOMUNICACIONES INGENIER�A SAS,216,0
2020,3,ASOCIACI�N ANTENA PARAB�LICA DEL SOCORRO,1154,"0,01"
2020,3,TORNET COMUNICACIONES S.A.S,450,"0,01"
2021,1,DIGITVNET S.A.S,2308,"0,03"
2021,2,1NITEC S.A.S.,85,0
2022,3,PUNTONET COMUNICACIONES SAS,2,0
2021,2,RM TELECOMUNICACIONES MOMPOS S.A.S,126,0
2022,1,SEPCOM COMUNICACIONES SAS,686,"0,01"
2021,2,SEPCOM COMUNICACIONES SAS,674,"0,01"
2022,2,RED UNO S.A,3,0
2020,4,ENSOTEL S.A.S,244,0
2023,2,INTERCONNECT THE WEB SAS,45,0
2021,4,CIBER-NET-ALIDAD SAS,313,0
2021,1,LOGISTICA EN TELECOMUNICACIONES S.A.S.,343,0
2020,3,TEKCOM TECNOLOGIA Y COMUNICACIONES SAS,578,"0,01"
2020,3,CORPORACION DE TELECOMUNICACIONES MARIALABAJA,711,"0,01"
2021,4,CABLENETWORK COMUNICACIONES S.A.S.,73,0
2021,2,RURAL NET TELECOMUNICACIONES S.A.S,601,"0,01"
2023,2,INTERNET Y TELEVISI�N DE COLOMBIA SOCIEDAD POR ACCIONES SIMPLIFICADA,1805,"0,02"
2021,1,FX ONLINE S.A.S,43,0
2021,1,TIERRANET S.A.S.,1007,"0,01"
2022,2,TUFIBRA GRUPO EMPRESARIAL S.A.S.,100,0
2021,1,SITELINKS SAS,514,0
2021,4,SUPER WOW COLOMBIA S.A.S.,1325,"0,02"
2022,2,MUNDO + S.A.S,66,0
2020,4,COLOMBIA NET DE OCCIDENTE S.A.S.,79,0
2021,1,EMPRESA DE SERVICIOS INALAMBRICOS Y TELECOMUNICACIONES - EMSITEL LTDA.,453,"0,01"
2022,1,REDES OPERACIONES Y CONTROL S A S,954,"0,01"
2022,1,INTERNORTE DIGITAL S.A.S.,387,0
2023,2,COCOM S.A.S,1420,"0,01"
2023,2,CABLE EXPRESS DE COLOMBIA LTDA,1618,"0,02"
2023,2,CLICKHD,3098,"0,03"
2023,2,GLOBAL DE SERVICIOS COMPANY S.A.S,17,0
2023,2,SERVIRED SYJ S.A.S,258,0
2023,2,WEBNEXG S.A.S,18,0
2022,3,ECOWIRELESS SAS,501,"0,01"
2020,4,YESTCOBE COMUNICACIONES SAS,179,0
2022,3,MEGA PLUS SAS,259,0
2021,4,INGETTEL LTDA,233,0
2022,3,G&C REDES S.A.S,450,"0,01"
2022,2,SANTELELLANO SAS,239,0
2021,2,DIALNET DE COLOMBIA S.A   ESP.,51629,"0,63"
2022,2,RASER TELECOMUNICACIONES S.A.S.,258,0
2022,2,TELNET ISP S.A.S.,1955,"0,02"
2020,4,AT�T GLOBAL NETWORK SERVICES COLOMBIA LTDA.,3,0
2022,1,COMPUNETWORK RENTING S.A.S,33,0
2021,3,CODISERT S.A.,15016,"0,18"
2021,3,CONREDES IM SAS,115,0
2021,1,SUNNOVA SAS,782,"0,01"
2020,4,INTERURAL SAS,83,0
2021,1,INVERSIONES BEDOYA RAMIREZ S.A.S.,69,0
2020,4,EVERNET S.A.S.,4015,"0,05"
2021,4,SERVINET REDES Y SISTEMAS SAS ZOMAC,303,0
2021,2,EMPRESA PRESTADORA DE SERVICIOS DE INTERNET Y TELEVISION SUR DE BOLIVAR S.A.S.,674,"0,01"
2023,2,CLICK-CONECTIVIDAD SIN FRONTERAS S.A.S,1305,"0,01"
2021,2,UNIMOS EMPRESA MINICIPAL DE TELECOMUNICACIONES DE IPIALES S.A. E.S.P.,2201,"0,03"
2020,3,ATENEA TELECOMUNICACIONES S.A.S.,1896,"0,02"
2020,3,CONSULNETWORKS S.A. E.S.P.,471,0
2022,1,PSI TELECOMUNICACIONES DE COLO,1438,"0,02"
2021,3,WISP SUCRE S.A.S.,142,0
2022,3,FIBRAWISP S.A.S,271,0
2021,3,BYC TECNOLOGIA Y SERVICIOS SAS,286,0
2021,3,PSI TELECOMUNICACIONES DE COLO,1471,"0,02"
2022,2,GLOBAL CONNECTION TICS TICS S.A.S,4,0
2021,1,WG COMUNICACIONES SAS,867,"0,01"
2022,2,GLOBAL WEB1 S.A.S,310,0
2022,2,CAFETEL TV SAS,1058,"0,01"
2020,4,INTER T.V. S.A.S,655,"0,01"
2022,3,@DIGITAL GROUP SAS,354,0
2020,4,LINK GROUP TELECOMUNICACIONES S.A.S,1319,"0,02"
2022,1,TUNORTETV TELECOMUNICACIONES S.A.S,3044,"0,03"
2022,1,SUMERTEL COMUNICACIONES S.A.S.,175,0
2023,2,SP SISTEMAS PALACIOS LTDA.,15409,"0,17"
2022,1,SERVYCOM COLOMBIA SAS,2309,"0,03"
2020,3,INTERNET AL CAMPO S.A.S.,300,0
2021,3,WEBEX S.A.S,930,"0,01"
2022,3,CABLETRONICS SAS,18,0
2022,1,SERVIYA.NET S.A.S,742,"0,01"
2023,2,INTERCOMM DE NARI�O SAS,3089,"0,03"
2021,4,INTERYA S.A.S,1175,"0,01"
2022,2,ASOCIACION DE COPROPIETARIOS DEL SISTEMA DE TELECOMUNICACIONES VILLAPINZON,76,0
2021,4,TELCOFIBER SAS SOLUCIONES INTEGRALES EN INGENIERIA DE TICS,117,0
2023,2,SUPERCABLE TELECOMUNICACIONES SAS,2459,"0,03"
2020,3,GLOB@L SYSTEM WI FI,14,0
2020,4,MAXTECHNOLOGY COMUNICACIONES S.A.S,144,0
2020,3,STARNET.NET S.A.S.,449,0
2021,3,NETPLUS TELECOMUNICACIONES SAS,72,0
2020,3,VERIZON COLOMBIA S.A. - VERIZON BUSINESS,22,0
2020,4,D-NETWORK COMUNICACIONES S.A.S,94,0
2022,2,M&M INVERSIONES MORENO S.A.S,1614,"0,02"
2021,3,ASOCIACION DE ANTENA PARABOLICA  COMUNITARIA SIN ANIMO DE LUCRO SAN ROQUE,426,"0,01"
2020,4,ITELKOM S.A.S.,796,0
2021,1,COTV@S TELECOMUNICACIONES S.A.S,230,0
2022,3,TELCAD DIGITAL TV COMUNICACIONES SAS,285,0
2022,1,ASOCIACION CONCEPCION TELECOMUNICACIONES,174,0
2020,3,SINURED SOLUCIONES S.A.S.,360,0
2021,4,LINFON S.A.S,108,0
2022,1,TEXEL GROUP S.A.S.,63,0
2021,4,PIPE COMUNICACIONES S.A.S,553,"0,01"
2021,2,CABLE HOGAR.NET S.A.S.,240,0
2022,2,MEGACABLE TELECOMUNICACIONES S.A.S,534,"0,01"
2020,3,TV CABLE COLOMBIA SAS COLCABLE,1942,"0,03"
2022,3,ACERDI SOLUCIONES INTELIGENTE S.A.S,383,0
2023,2,JERSAL TELECOMUNICACIONES S.A.S,546,"0,01"
2021,4,GRUPO BELCOM DE COLOMBIA S A S,250,0
2020,3,TV MOJANA S.A.S,154,0
2022,3,INTELRED GROUP SAS,5314,"0,06"
2022,2,COMPUNETWORK RENTING S.A.S,31,0
2022,4,DIAMOND SECURITY SYSTEMS S.A.S,460,"0,01"
2023,2,EGA COMUNICACIONES S.A.S.,57,0
2021,4,REDNET GROUP S.A.S,1390,"0,02"
2022,1,AROS COMUNICACIONES LIMITADA,497,"0,01"
2021,3,AMERICANA DE TECNOLOGIA Y COMUNICACIONES SAS,4317,"0,05"
2021,3,TECNISOLUCIONES DENAR SAS,159,0
2020,4,EMPRESAS MUNICIPALES DE CALI EICE E.S.P,118844,"1,51"
2022,2,CIBER-NET-ALIDAD SAS,293,0
2021,3,COOPERATIVA MULTIACTIVA DE BORRERO AYERBE,479,"0,01"
2021,3,ASOCIACION SAMANIEGUENSE DE TELEVISION POR CABLE ASOTVCABLE,248,0
2020,4,TELECOMMUNICATIONS ADVANCE GROUP S.A.S.,720,"0,01"
2022,2,MAZCSYSTEM COMUNICACIONES SAS,93,0
2022,2,RED DIGITAL TELECOMUNICACIONES S.A.S.,390,0
2021,2,JASZ COMUNICACIONES TECNOLOGICAS E INTERACTIVAS E U,183,0
2020,3,ENLAZAR COMUNICACIONES S.A.S,983,"0,01"
2022,2,SERVIDATA ELECTRONIC SAS,96,0
2021,3,INGENIERIA E INFORMATICA EMPRESA ASOCIATIVA DE TRABAJO,37,0
2022,2,REMG INGENIERIA SAS,140,0
2021,3,COMPUWEB ISP S.A.S,3,0
2021,1,TIKNETWORKS SAS,132,0
2022,1,FCF COMUNICACIONES S.A.S.,1594,"0,02"
2022,1,MV COMUNICACIONES DEL VALLE S.A.S,9,0
2022,2,CR.ISP TELECOMUNICATION PROVIDER S.A.S.,867,"0,01"
2022,3,WEBEX S.A.S,1087,"0,01"
2021,1,HOME TV COMUNICACIONES S.A.S.,1947,"0,02"
2022,3,NAVEGA COMUNICACIONES SAS,2713,"0,03"
2022,3,AZTECA COMUNICACIONES COLOMBIA S.A.S,13911,"0,14"
2020,3,DM SOLUCIONES TELEMATICAS S.A.S,101,0
2022,1,UNIMOS EMPRESA MINICIPAL DE TELECOMUNICACIONES DE IPIALES S.A. E.S.P.,2220,"0,03"
2021,1,SOLINGWEB. NET S.A.S.,24,0
2021,2,EMPRESA DE TELECOMUNICACIONES IQUINET INGENIERIA S.A.S.,146,0
2020,4,ASOCIACION ANTENA PARABOLICA AMAGA,42,0
2021,4,COLOMBIACOM SAS,140,0
2020,4,INTERMEGAMUNDO PARTNERS SAS,661,"0,01"
2023,2,COMUNICACION CELULAR S A COMCEL S A,3339418,"37,01"
2021,4,10COM SAS,74,0
2023,2,INTEGRATEC COMUNICACIONES S.A.S,527,"0,01"
2022,1,SOTO NORTE DIGITAL S.A.S ZOMAC,174,0
2021,4,FW TELECOMUNICACIONES ZOMAC S.A.S,182,0
2022,2,CORPORACION ANTENA PARABOLICA GALAXIA EL PE�OL,4524,"0,05"
2021,3,ASOCIACION  DE COPROPIETARIOS  DE LA ANTENA PARABOLICA  DE SAN GIL- ASOPARSA TELESANGIL,804,"0,01"
2022,1,G&C REDES S.A.S,389,0
2023,1,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,684012,"7,57"
2020,3,INFRAESTRUCTURA Y SERVICIOS DE COLOMBIA SAS,11546,"0,15"
2021,2,TIKNETWORKS SAS,166,0
2021,2,WILQUAY COMUNICACIONES 1973 S.A.S,97,0
2022,3,CYDETEL TELECOMUNICACIONES SAS,479,"0,01"
2021,3,ATM COMUNICACIONES SAS,60,0
2021,1,PLANETA PUNTOCOM SAS,62,0
2021,3,NETBEAM S.A.S.,159,0
2022,1,BARULE TELECOMUNICACIONES S.A.S.,490,"0,01"
2021,3,REDES Y TELECOMUNICACIONES INGENIER�A SAS,220,0
2021,1,TELECOMUNICACIONES E INTERNET DE COLOMBIA SAS,290,0
2021,4,MONTE INGENIERIA S.A.S,25,0
2022,1,COMPA�IA INTEGRAL DE RECURSOS EN TELECOMUNICACIONES SAS,1144,"0,01"
2022,2,TELENETDATOS.COM S.A.S,892,"0,01"
2021,4,REYMON CONEXIONES S.A.S ZOMAC,1,0
2020,3,INTER REDES DEL MAGDALENA SAS,413,"0,01"
2021,4,POLINET TELECOMUNICACIONES COLOMBIA SAS,43,0
2021,3,MY TELECOMUNICACIONES S.A.S,92,0
2022,4,CAMPOCOM SAS,540,"0,01"
2023,2,DISTRICABLES LTDA,464,"0,01"
2022,4,COSMONET COMUNICACIONES COLOMBIA S.A.S.,444,0
2023,2,DSC TELECOMUNICACIONES S.A.S,141,0
2023,2,EASYTEC COMUNICACIONES SAS,451,0
2023,2,TELESABANA - TELECOMUNICACIONES S.A.S,361,0
2023,2,AJ GLOBAL PROYECTOS NET S.A.S.,889,"0,01"
2023,2,SERVISYSTEN SAS,2101,"0,02"
2023,2,ENTER TELECOMUNICACIONES BANDA ANCHA SAS,2035,"0,02"
2023,2,ULTRANET CONEXIONES INAL�MBRICAS S.A.S.,78,0
2022,2,WEBEX S.A.S,1070,"0,01"
2022,1,NOVARED T&S SAS,7,0
2021,2,RED UNO S.A,3,0
2021,4,CLICK HD COLOMBIA S.A.S.,963,"0,01"
2022,1,CONEXION WISP S.A.S,151,0
2022,2,PCNET.COM S.A.S,1627,"0,02"
2021,4,CONEXXION WI-FI LTDA,188,0
2021,2,COMUNICACIONES ESTELARES DE COLOMBIA  S.A.S.,360,0
2021,2,IP COMUNICACIONES DEL VALLE ZOMAC S.A.S,80,0
2021,4,CONVERGENCIA DIGITAL S.A.S.,124,0
2021,1,SINURED SOLUCIONES S.A.S.,425,"0,01"
2021,2,AT�T GLOBAL NETWORK SERVICES COLOMBIA LTDA.,6,0
2020,4,ANS COMUNICACIONES LTDA,13,0
2020,3,MAXTECHNOLOGY COMUNICACIONES S.A.S,220,0
2021,3,INTERNET AL CAMPO S.A.S.,364,0
2021,4,ASIS OBRAS Y SERVICIOS S.A.S,143,0
2020,3,SENCINET LATAM COLOMBIA S.A,112,0
2021,3,NETWORK DAT@LINK S.A.S.,1377,"0,02"
2021,3,SEPCOM COMUNICACIONES SAS,696,"0,01"
2021,3,HYDRA SOLUCIONES EMPRESARIALES INGENIERIA SAS,693,"0,01"
2021,3,PARABOLICAS HULIG LTDA,2962,"0,04"
2022,2,ASOCIACION DE TELEVIDENTES DE MANI,265,0
2021,2,BLUE TRADERS SAS,242,0
2022,3,AT�T GLOBAL NETWORK SERVICES COLOMBIA LTDA.,29,0
2021,4,ASOCIACION DE TELEVISION TELEBOYACA,1139,"0,01"
2021,2,CONEXIONES TECNOLOGICAS Y COMUNICACION SAS,19956,"0,23"
2022,1,TIVIT COLOMBIA DC TERCERIZACION DE PROCESOS SERVICIOS Y TECNOLOGIA S.A.S,7,0
2020,4,SUPERFIBRAS COLOMBIA SAS,2022,"0,03"
2021,4,AJ GLOBAL PROYECTOS NET S.A.S.,652,"0,01"
2020,3,KIRA ISP S.A.S.,418,"0,01"
2022,2,INVERSIONES RIASCOS CARDENAS SAS,1,0
2021,3,APT TELECOMUNICACIONES,611,"0,01"
2023,2,ESCALABLE IT SAS,183,0
2020,3,AZTECA COMUNICACIONES COLOMBIA S.A.S,21916,"0,28"
2020,4,EXODO 20 FIBRA OPTICA S.A.S.,885,"0,01"
2020,3,REDNET GROUP S.A.S,1381,"0,02"
2022,3,CORPORACION ANTENA PARABOLICA DE GUATAPE CORPAGUA,625,"0,01"
2022,2,G&C INGENIEROS SAS,295,0
2023,2,GROUP TELECOMUNICACIONES P&C SAS,3498,"0,03"
2021,3,COLOMBIA NET DE OCCIDENTE S.A.S.,249,0
2022,1,INFINITICS S.A.S.,1,0
2022,1,SUNNOVA SAS,893,"0,01"
2022,2,SERVICIOS PUNTO AZUL COMUNICACIONES S.A.S.,736,"0,01"
2021,2,MICEL COMUNICACIONES S.A.S,90,0
2022,1,TELECOMUNICACIONES FACILRED FJM S.A.S. ZOMAC,507,"0,01"
2022,3,FIBERCOM TV S.A.S,930,"0,01"
2022,3,1NITEC S.A.S.,110,0
2021,4,L3 ACCESS S.A.S.,149,0
2020,4,FORERO & CIA COMUNICACIONES S.A.S.,2052,"0,03"
2022,1,NETWORK-TICS SAS,60,0
2022,3,SILCOM TELECOMUNICACIONES S.A.S.,969,"0,01"
2022,1,ANTENA DE TELEVISION YUMBO S.A.S,28,0
2021,3,ASOCIACION DE COPROPIETARIOS DE LA ANTENA PARABOLICA DE GACHANCIPA,522,"0,01"
2021,3,COLOMBIATEL TELECOMUNICACIONES S.A.S.,4973,"0,06"
2022,2,HOME TV COMUNICACIONES S.A.S.,2257,"0,03"
2021,2,TOKIO DEL PACIFICO S.A.S,4,0
2022,1,DSC TELECOMUNICACIONES S.A.S,77,0
2020,3,ORIENTE M�O TELECOMUNICACIONES S.A.S ZOMAC,558,"0,01"
2021,1,FIBERNET TV S.A.S,572,"0,01"
2021,1,A Y A RADIOCOMUNICACIONES S.A.S.,1609,"0,02"
2020,3,SINERGY SOLUCIONES INTEGRALES S.A.S,3452,"0,05"
2021,4,TPE COMUNICACIONES COLOMBIA SAS,427,"0,01"
2021,2,COOPERATIVA MULTIACTIVA DE SERVICIOS INTEGRALES COOSUMA SIGLA COOSUMA,295,0
2021,1,SIENERCOM COLOMBIA SAS,40,0
2022,3,LOGISTICA EN TELECOMUNICACIONES S.A.S.,1840,"0,02"
2021,3,TV CABLE EL CENTRO SAS,1072,"0,01"
2020,4,HYDRA SOLUCIONES EMPRESARIALES INGENIERIA SAS,592,"0,01"
2022,3,GALANET TELECOMUNICACIONES S.A.S.,22,0
2023,2,INTESOGAMOSO COMUNICACIONES S.A.S,1338,"0,01"
2023,2,EDEN COMUNICACIONES S.A.S,355,0
2023,2,COLUMBUS NETWORKS DE COLOMBIA LTDA,5374,"0,06"
2023,2,EME S.A.,33377,"0,37"
2022,3,WIFINET TELECOMUNICACIONES S.A.S,221,0
2022,1,RIONET.CO S.A.S,3,0
2022,3,SKYNET DE COLOMBIA S.A.S. E.S.P,679,"0,01"
2020,4,LIBRE COMUNICACIONES SAS,674,"0,01"
2022,2,SKYNET DE COLOMBIA S.A.S. E.S.P,717,"0,01"
2022,3,INFORMACION Y TECNOLOGIA S.A.,20,0
2021,4,HYDRA SOLUCIONES EMPRESARIALES INGENIERIA SAS,1068,"0,01"
2022,3,CORPORACION ANTENA PARABOLICA GALAXIA EL PE�OL,4666,"0,05"
2021,3,NETTWINS S.A.S.,48,0
2021,1,COOPERATIVA MULTIACTIVA DE SERVICIOS INTEGRALES COOSUMA SIGLA COOSUMA,290,0
2023,2,INTER CONEXIONES R Y L S.A.S,24,0
2021,4,TV ZONA BANANERA S.A.S,237,0
2021,1,ISANET TELECOMUNICACIONES SAS,3,0
2020,4,ENLACES.NET.HUILA SAS,9,0
2021,4,INTRANET COMUNICACIONES Y SERVICIOS SAS,41,0
2022,1,DESARROLLOS Y REDES S.A.S.,1169,"0,01"
2021,1,D-NETWORK COMUNICACIONES S.A.S,100,0
2020,4,DIUFF.NET TELECOMUNICACIONES SAS,35,0
2020,3,NETWORK DAT@LINK S.A.S.,1024,"0,01"
